conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1981,1,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1982,2,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1983,1,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1984,1,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1985,1,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1986,1,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1987,1,1,3,1946-05-31,3,1979-12-31,5,0,NA,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1988,1,1,3,1946-05-31,3,1979-12-31,5,1,1988-12-31,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1990,1,1,3,1946-05-31,3,1990-07-10,2,1,1990-08-17,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1993,1,1,3,1946-05-31,3,1993-09-12,2,1,1993-11-11,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,1996,1,1,3,1946-05-31,3,1996-07-28,2,1,1996-07-28,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,2016,1,1,3,1946-05-31,3,2016-09-07,2,1,2016-12-20,NA,630,NA,NA,NA,630,2,24.1
205,Iran,Government of Iran,114,NA,KDPI,164,NA,1,Kurdistan,2018,1,1,3,1946-05-31,3,2018-08-11,1,1,2018-10-12,NA,630,NA,NA,NA,630,2,24.1
206,Iran,Government of Iran,114,NA,Republic of Azerbaijan,165,Government of Russia (Soviet Union),1,Azerbaijan,1946,1,0,4,1945-11-19,1,1946-12-16,5,1,1946-12-16,NA,630,NA,NA,365,630,2,24.1
207,Israel,Government of United Kingdom,28,NA,IZL [Etzel],166,NA,1,Israel,1946,1,0,1,1939-03-31,4,1946-12-31,5,1,1946-12-31,NA,200,NA,NA,NA,666,2,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1946,1,0,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1947,1,0,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1948,1,0,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1949,1,0,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1950,1,1,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1951,1,1,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1952,1,1,1,1946-03-31,4,1946-03-31,4,0,NA,NA,220,NA,NA,NA,812,3,24.1
208,Laos,Government of France,33,NA,Lao Issara,167,NA,1,Laos,1953,1,1,1,1946-03-31,4,1946-03-31,4,1,1953-12-31,NA,220,NA,NA,NA,812,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1946,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1947,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1948,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1949,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1950,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1951,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1952,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1953,2,1,3,1946-07-31,4,1946-07-31,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,Huk,168,NA,2,NA,1954,2,1,3,1946-07-31,4,1946-07-31,4,1,1954-12-31,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1969,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1970,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1971,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1972,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1973,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1974,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1975,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1976,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1977,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1978,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1979,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1980,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1981,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1982,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1983,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1984,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1985,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1986,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",NA,2,NA,1987,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1988,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",NA,2,NA,1989,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",NA,2,NA,1990,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1991,2,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1992,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1993,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1994,1,1,3,1946-07-31,4,1969-09-30,4,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1995,1,1,3,1946-07-31,4,1969-09-30,4,1,1995-11-29,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1997,1,1,3,1946-07-31,4,1997-11-23,1,1,1997-12-30,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,1999,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2000,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2001,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2002,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2003,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2004,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2005,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2006,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2007,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2008,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2009,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2010,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2011,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2012,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2013,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2014,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2015,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2016,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2017,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2018,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2019,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2020,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2021,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2022,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
209,Philippines,Government of Philippines,154,NA,CPP,169,NA,2,NA,2023,1,1,3,1946-07-31,4,1999-06-06,1,0,NA,NA,840,NA,NA,NA,840,3,24.1
210,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,Forest Brothers,171,NA,1,Estonia,1946,1,0,3,1944-12-31,6,1946-12-31,5,0,NA,NA,365,NA,NA,NA,365,1,24.1
210,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,Forest Brothers,171,NA,1,Estonia,1947,1,1,3,1944-12-31,6,1946-12-31,5,0,NA,NA,365,NA,NA,NA,365,1,24.1
210,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,Forest Brothers,171,NA,1,Estonia,1948,1,1,3,1944-12-31,6,1946-12-31,5,1,1948-12-31,NA,365,NA,NA,NA,365,1,24.1
211,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,"LNPA, LTS(p)A","172, 173",NA,1,Latvia,1946,1,0,3,1945-12-31,5,1946-12-31,5,1,1946-12-31,NA,365,NA,NA,NA,365,1,24.1
212,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,BDPS,174,NA,1,Lithuania,1946,2,1,3,1946-06-30,4,1946-06-30,4,0,NA,NA,365,NA,NA,NA,365,1,24.1
212,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,BDPS,174,NA,1,Lithuania,1947,2,1,3,1946-06-30,4,1946-06-30,4,0,NA,NA,365,NA,NA,NA,365,1,24.1
212,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,BDPS,174,NA,1,Lithuania,1948,1,1,3,1946-06-30,4,1946-06-30,4,1,1948-12-31,NA,365,NA,NA,NA,365,1,24.1
213,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,UPA,175,NA,1,Ukraine,1946,2,1,3,1941-12-31,5,1946-12-31,5,0,NA,NA,365,NA,NA,NA,365,1,24.1
213,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,UPA,175,NA,1,Ukraine,1947,2,1,3,1941-12-31,5,1946-12-31,5,0,NA,NA,365,NA,NA,NA,365,1,24.1
213,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,UPA,175,NA,1,Ukraine,1948,2,1,3,1941-12-31,5,1946-12-31,5,0,NA,NA,365,NA,NA,NA,365,1,24.1
213,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,UPA,175,NA,1,Ukraine,1949,1,1,3,1941-12-31,5,1946-12-31,5,0,NA,NA,365,NA,NA,NA,365,1,24.1
213,Russia (Soviet Union),Government of Russia (Soviet Union),57,NA,UPA,175,NA,1,Ukraine,1950,1,1,3,1941-12-31,5,1946-12-31,5,1,1950-12-31,NA,365,NA,NA,NA,365,1,24.1
214,"France, Thailand",Government of France,33,NA,Government of Thailand,147,NA,1,Northern Cambodia,1946,1,0,2,1946-05-07,1,1946-05-07,1,1,1946-11-17,NA,220,NA,800,NA,"220, 800","1, 3",24.1
215,"Albania, United Kingdom",Government of Albania,45,NA,Government of United Kingdom,28,NA,1,Korfu Channel,1946,1,0,2,1946-10-22,1,1946-10-22,1,1,1946-12-31,NA,339,NA,200,NA,"200, 339",1,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1946,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1947,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1948,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1949,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1950,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1951,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1952,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1953,2,1,1,1946-11-20,1,1946-11-20,1,0,NA,NA,220,NA,NA,NA,816,3,24.1
216,Vietnam (North Vietnam),Government of France,33,NA,Viet minh,176,NA,1,Vietnam,1954,2,1,1,1946-11-20,1,1946-11-20,1,1,1954-07-20,NA,220,NA,NA,NA,816,3,24.1
217,China,Government of China,135,NA,Taiwanese insurgents,177,NA,1,Taiwan,1947,2,1,3,1947-02-28,1,1947-02-28,1,1,1947-03-24,NA,710,NA,NA,NA,710,3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1948,2,1,2,1948-12-31,5,1948-12-31,5,1,1948-12-31,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1964,1,1,2,1948-12-31,5,1964-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1965,2,1,2,1948-12-31,5,1964-12-31,5,1,1965-12-15,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1971,2,1,2,1948-12-31,5,1971-12-03,1,1,1971-12-17,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1984,1,1,2,1948-12-31,5,1984-12-31,5,1,1984-12-31,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1987,1,1,2,1948-12-31,5,1987-12-31,5,1,1987-12-31,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1989,1,1,2,1948-12-31,5,1989-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1990,1,1,2,1948-12-31,5,1989-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1991,1,1,2,1948-12-31,5,1989-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1992,1,1,2,1948-12-31,5,1989-12-31,5,1,1992-12-31,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1994,1,1,2,1948-12-31,5,1994-06-28,5,1,1994-11-28,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1996,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1997,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1998,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,1999,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2000,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2001,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2002,1,1,2,1948-12-31,5,1996-12-31,5,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2003,1,1,2,1948-12-31,5,1996-12-31,5,1,2003-11-22,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2013,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2014,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2015,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2016,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2017,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2018,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2019,1,1,2,1948-12-31,5,2013-10-04,1,0,NA,NA,750,NA,770,NA,"750, 770",3,24.1
218,"India, Pakistan",Government of India,141,NA,Government of Pakistan,142,NA,1,Kashmir,2020,1,1,2,1948-12-31,5,2013-10-04,1,1,2020-12-30,NA,750,NA,770,NA,"750, 770",3,24.1
219,Madagascar (Malagasy),Government of France,33,NA,MDRM,179,NA,1,Malagasy,1947,2,1,1,1947-03-29,1,1947-03-29,1,1,1947-12-31,NA,220,NA,NA,NA,580,4,24.1
220,Paraguay,Government of Paraguay,24,NA,"Opposition coalition (Febreristas, Liberals and Communists)",722,NA,2,NA,1947,2,1,3,1947-03-07,2,1947-03-31,3,1,1947-08-21,NA,150,NA,NA,NA,150,5,24.1
220,Paraguay,Government of Paraguay,24,NA,Military faction (forces of Alfredo Stroessner),723,NA,2,NA,1954,1,1,3,1947-03-07,2,1954-05-05,1,1,1954-05-05,NA,150,NA,NA,NA,150,5,24.1
220,Paraguay,Government of Paraguay,24,NA,Military faction (forces of Andres Rodriguez),724,NA,2,NA,1989,1,1,3,1947-03-07,2,1989-02-03,1,1,1989-02-03,NA,150,NA,NA,NA,150,5,24.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNUP,890,NA,1,Karen,1949,2,1,3,1948-12-31,3,1949-01-15,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNUP,890,NA,1,Karen,1950,2,1,3,1948-12-31,3,1949-01-15,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNUP,890,NA,1,Karen,1951,1,1,3,1948-12-31,3,1949-01-15,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNUP,890,NA,1,Karen,1952,1,1,3,1948-12-31,3,1949-01-15,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,NA,KNUP,890,NA,1,Karen,1953,1,1,3,1948-12-31,3,1949-01-15,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
